OBJECTID,Cell_ID,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
5347,x-92.9408721923828y29.9456825256348,5347,90163,81146700.000000000000000,11,95,84,77.038008939365369,34.284165747137159,6945978.000000000000000,12,95,71,95
5348,x-92.9408721923828y30.0269336700439,5348,90163,81146700.000000000000000,11,95,84,81.270044253185901,18.525861243841657,7327551.000000000000000,15,82,42,82
5349,x-92.9408721923828y30.1082496643066,5349,90163,81146700.000000000000000,11,95,84,78.761409890975230,19.584799790532724,7101365.000000000000000,14,82,24,82
5350,x-92.9408721923828y30.1896305084229,5350,90160,81144000.000000000000000,11,95,84,77.930745341614909,15.933772642553595,7026236.000000000000000,14,82,31,82
5351,x-92.9408721923828y30.2710781097412,5351,90153,81137700.000000000000000,11,95,84,74.152895632979494,19.740088036507096,6685106.000000000000000,15,82,95,82
5352,x-92.9408721923828y30.3525924682617,5352,90168,81151200.000000000000000,11,95,84,75.866393842604921,17.997105616196446,6840721.000000000000000,15,82,41,82
5353,x-92.9408721923828y30.4341716766357,5353,90161,81144900.000000000000000,11,95,84,67.211565976419962,23.211491137496431,6059862.000000000000000,15,82,24,82
5354,x-92.9408721923828y30.5158195495605,5354,90163,81146700.000000000000000,11,95,84,63.476692212992027,24.938013671894549,5723249.000000000000000,15,90,24,71
5355,x-92.9408721923828y30.5975341796875,5355,90158,81142200.000000000000000,11,95,84,60.621309257082011,23.239833748872890,5465496.000000000000000,15,42,24,42
5356,x-92.9408721923828y30.6793174743652,5356,90162,81145800.000000000000000,11,95,84,54.069242031010845,20.284118734561417,4874991.000000000000000,14,42,23,42
5357,x-92.9408721923828y30.8430862426758,5357,90160,81144000.000000000000000,11,95,84,55.059139307897070,20.642029865112580,4964132.000000000000000,12,42,31,42
5358,x-92.9408721923828y30.9250736236572,5358,90162,81145800.000000000000000,11,95,84,57.030899935671350,21.212707230231771,5142020.000000000000000,14,42,24,43
5359,x-92.9408721923828y31.0071296691895,5359,90166,81149400.000000000000000,11,95,84,49.650134196925670,17.621717659516090,4476754.000000000000000,14,42,24,42
5360,x-92.9408721923828y31.0892543792725,5360,90152,81136800.000000000000000,11,90,79,45.424571834235515,11.418845924392585,4095116.000000000000000,13,42,11,42
5361,x-92.9408721923828y31.1714496612549,5361,90167,81150300.000000000000000,11,95,84,50.441669346878570,16.954311490553430,4548174.000000000000000,14,42,24,42
5362,x-92.9408721923828y31.3360500335693,5362,90158,81142200.000000000000000,11,95,84,55.244526276093083,20.929884981431105,4980736.000000000000000,14,42,24,42
5363,x-92.9408721923828y31.4184551239014,5363,90163,81146700.000000000000000,11,95,84,53.089682020340938,20.084085308883061,4786725.000000000000000,13,42,31,42
5364,x-92.9408721923828y31.5009326934814,5364,90163,81146700.000000000000000,11,95,84,65.449119927242876,23.638306928536171,5901089.000000000000000,15,42,24,81
5365,x-92.9408721923828y31.5834808349609,5365,90158,81142200.000000000000000,11,95,84,75.081024423789344,20.981678421777588,6769155.000000000000000,15,81,24,81
5366,x-92.9408721923828y31.6661014556885,5366,90161,81144900.000000000000000,11,95,84,65.664555628264992,26.058061705239872,5920382.000000000000000,15,81,24,81
5367,x-92.9408721923828y31.8315582275391,5367,90158,81142200.000000000000000,11,95,84,62.763359879322969,28.874383291417612,5658619.000000000000000,14,90,23,81
5368,x-92.9408721923828y31.9143962860107,5368,90164,81147600.000000000000000,11,95,84,51.223781109977374,20.945427285893068,4618541.000000000000000,14,42,24,42
5369,x-92.9408721923828y31.9973068237305,5369,90161,81144900.000000000000000,11,95,84,49.722019498452767,18.129309542685633,4482987.000000000000000,14,42,24,42
5370,x-92.9408721923828y32.1633491516113,5370,90164,81147600.000000000000000,11,95,84,58.877822634310810,22.758433090165248,5308660.000000000000000,15,42,82,42
5371,x-92.8475112915039y32.0802917480469,5371,90161,81144900.000000000000000,11,95,84,52.260789032952161,20.587867398527351,4711885.000000000000000,13,42,23,42
5372,x-92.9408721923828y30.7611675262451,5372,90160,81144000.000000000000000,11,95,84,59.177207187222713,22.364823101070272,5335417.000000000000000,15,42,82,43
5373,x-92.9408721923828y31.2537136077881,5373,90159,81143100.000000000000000,11,95,84,54.016071606827936,20.471934933565830,4870035.000000000000000,14,42,24,42
5374,x-92.9408721923828y31.7487945556641,5374,90164,81147600.000000000000000,11,95,84,57.093285568519583,25.229541215736749,5147759.000000000000000,15,42,24,42
5375,x-92.9408721923828y32.2464828491211,5375,90154,81138600.000000000000000,11,95,84,54.825653881136724,19.662616075289620,4942752.000000000000000,14,42,24,42
5376,x-92.9408721923828y32.3296890258789,5376,90164,81147600.000000000000000,11,95,84,54.664877334634667,20.598776436335772,4928804.000000000000000,14,42,24,42
5377,x-92.9408721923828y32.412971496582,5377,90164,81147600.000000000000000,11,95,84,55.661084246484187,21.343597881757788,5018626.000000000000000,15,42,82,42
5378,x-92.9408721923828y32.4963302612305,5378,90162,81145800.000000000000000,11,95,84,48.549987799738247,16.678448356212453,4377364.000000000000000,14,42,24,42
5379,x-92.9408721923828y32.5797653198242,5379,90156,81140400.000000000000000,11,95,84,47.231698389458273,18.481397065545988,4258221.000000000000000,15,42,82,42
5380,x-92.9408721923828y32.663272857666,5380,90163,81146700.000000000000000,11,95,84,52.039528409658061,18.117516166787695,4692040.000000000000000,14,42,24,42
5381,x-92.9408721923828y32.7468605041504,5381,90156,81140400.000000000000000,11,95,84,40.074825857402722,21.569895843081255,3612986.000000000000000,14,42,24,42
5382,x-92.9408721923828y32.8305244445801,5382,90161,81144900.000000000000000,11,95,84,45.691451958163732,12.683611817624687,4119587.000000000000000,14,42,31,42
5383,x-92.9408721923828y32.9142646789551,5383,90168,81151200.000000000000000,11,95,84,53.205449826989621,20.191891481770664,4797429.000000000000000,14,42,24,42
5384,x-92.9408721923828y32.9980850219727,5384,90162,81145800.000000000000000,11,95,84,61.388256693507245,23.590782482723874,5534888.000000000000000,14,42,82,42
5385,x-92.8475112915039y29.6213264465332,5385,63215,56893500.000000000000000,11,95,84,15.076121173772048,17.999010274894843,953037.000000000000000,5,11,23,11
5386,x-92.8475112915039y29.7023181915283,5386,90162,81145800.000000000000000,11,95,84,64.816763159645973,39.995312016516543,5844009.000000000000000,13,95,24,95
5387,x-92.8475112915039y29.783374786377,5387,90162,81145800.000000000000000,11,95,84,80.265022958674379,31.721022840349256,7236855.000000000000000,11,95,23,95
5388,x-92.8475112915039y29.8644962310791,5388,90161,81144900.000000000000000,11,95,84,66.650802453388934,39.680109707553250,6009303.000000000000000,10,95,81,95
5389,x-92.8475112915039y29.9456825256348,5389,90160,81144000.000000000000000,11,95,84,68.273458296362023,38.955827384323911,6155535.000000000000000,5,95,71,95
5390,x-92.8475112915039y30.0269336700439,5390,90162,81145800.000000000000000,11,95,84,77.914232159889977,27.363763977909851,7024903.000000000000000,13,95,52,82
5391,x-92.8475112915039y30.1082496643066,5391,90161,81144900.000000000000000,11,95,84,78.479120684109532,18.698976507160008,7075756.000000000000000,15,82,24,82
5392,x-92.8475112915039y30.1896305084229,5392,90159,81143100.000000000000000,11,95,84,79.225923091427362,16.087656398306262,7142930.000000000000000,15,82,31,82
5393,x-92.8475112915039y30.2710781097412,5393,90161,81144900.000000000000000,11,95,84,73.966759463626175,20.359295101770783,6668917.000000000000000,15,82,95,82
5394,x-92.8475112915039y30.3525924682617,5394,90161,81144900.000000000000000,11,95,84,79.842137953217019,12.681167758599543,7198647.000000000000000,14,82,24,82
5395,x-92.8475112915039y30.4341716766357,5395,90162,81145800.000000000000000,11,95,84,75.538774650074316,18.051308136132509,6810727.000000000000000,15,82,31,82
5396,x-92.8475112915039y30.5158195495605,5396,90159,81143100.000000000000000,11,95,84,64.193912975964679,25.051935499267650,5787659.000000000000000,15,82,31,82
5397,x-92.8475112915039y30.5975341796875,5397,90165,81148500.000000000000000,11,95,84,59.907624909887431,23.602472081987887,5401571.000000000000000,15,42,24,42
5398,x-92.8475112915039y30.6793174743652,5398,90161,81144900.000000000000000,11,95,84,51.501014851210613,19.450379339018788,4643383.000000000000000,15,42,24,42
5399,x-92.8475112915039y30.8430862426758,5399,90162,81145800.000000000000000,11,95,84,52.795301790111132,19.836868835768826,4760130.000000000000000,14,42,24,42
5400,x-92.8475112915039y30.9250736236572,5400,90158,81142200.000000000000000,11,95,84,57.809001974311762,20.833151950998133,5211944.000000000000000,15,42,82,52
5401,x-92.8475112915039y31.0071296691895,5401,90162,81145800.000000000000000,11,95,84,51.627947472327591,17.288187908540696,4654879.000000000000000,14,42,11,42
5402,x-92.8475112915039y31.0892543792725,5402,90162,81145800.000000000000000,11,95,84,49.910605354805796,17.249855124629875,4500040.000000000000000,13,42,23,42
5403,x-92.8475112915039y31.1714496612549,5403,90162,81145800.000000000000000,11,95,84,58.430070317872271,21.929606713288848,5268172.000000000000000,13,42,23,42
5404,x-92.8475112915039y31.3360500335693,5404,90159,81143100.000000000000000,11,95,84,54.834814050732597,19.309125348883640,4943852.000000000000000,14,42,24,42
5405,x-92.8475112915039y31.4184551239014,5405,90163,81146700.000000000000000,11,95,84,50.157902909175604,16.226018098227389,4522387.000000000000000,13,42,31,42
5406,x-92.8475112915039y31.5009326934814,5406,90163,81146700.000000000000000,11,95,84,68.887015738163100,23.143490033792034,6211060.000000000000000,15,81,24,81
5407,x-92.8475112915039y31.5834808349609,5407,90157,81141300.000000000000000,11,95,84,70.336257861286427,25.697084271412979,6341306.000000000000000,15,81,24,81
5408,x-92.8475112915039y31.6661014556885,5408,90164,81147600.000000000000000,11,95,84,51.450678763142719,21.203456079481871,4638999.000000000000000,15,42,82,42
5409,x-92.8475112915039y31.8315582275391,5409,90160,81144000.000000000000000,11,95,84,49.500898402839397,18.463223934543873,4463001.000000000000000,14,42,24,42
5410,x-92.8475112915039y31.9143962860107,5410,90160,81144000.000000000000000,11,95,84,51.134505323868680,21.023717923517033,4610287.000000000000000,13,42,23,42
5411,x-92.8475112915039y31.9973068237305,5411,90159,81143100.000000000000000,11,95,84,52.628400936123960,20.874944298514599,4744924.000000000000000,13,42,23,42
5412,x-92.8475112915039y32.1633491516113,5412,90163,81146700.000000000000000,11,95,84,59.384359437906902,23.319385983998615,5354272.000000000000000,14,42,24,42
5413,x-92.754150390625y32.0802917480469,5413,90159,81143100.000000000000000,11,95,84,57.384609412260559,21.832432328203673,5173739.000000000000000,13,42,23,42
5414,x-92.8475112915039y30.7611675262451,5414,90162,81145800.000000000000000,11,95,84,51.828131585368560,19.423407752992595,4672928.000000000000000,14,42,82,42
5415,x-92.8475112915039y31.2537136077881,5415,90160,81144000.000000000000000,11,95,84,56.133141082519963,21.732612141808247,5060964.000000000000000,14,42,24,42
5416,x-92.8475112915039y31.7487945556641,5416,90162,81145800.000000000000000,11,95,84,52.536988975399836,19.421323537938811,4736840.000000000000000,13,42,23,42
5417,x-92.8475112915039y32.2464828491211,5417,90161,81144900.000000000000000,11,95,84,53.128237264449155,20.057257499088973,4790095.000000000000000,14,42,24,42
5418,x-92.8475112915039y32.3296890258789,5418,90156,81140400.000000000000000,11,95,84,50.425052131860333,17.996618683933814,4546121.000000000000000,14,42,31,42
5419,x-92.8475112915039y32.412971496582,5419,90163,81146700.000000000000000,11,95,84,51.514568060068989,18.801049752297100,4644708.000000000000000,14,42,24,42
5420,x-92.8475112915039y32.4963302612305,5420,90159,81143100.000000000000000,11,95,84,50.171119910380547,16.986442379894005,4523378.000000000000000,14,42,23,42
5421,x-92.8475112915039y32.5797653198242,5421,90167,81150300.000000000000000,11,95,84,51.003792961948385,17.806365457368571,4598859.000000000000000,14,42,31,42
5422,x-92.8475112915039y32.663272857666,5422,90157,81141300.000000000000000,11,95,84,53.300808589460608,20.709794640000919,4805441.000000000000000,14,42,31,42
5423,x-92.8475112915039y32.7468605041504,5423,90170,81153000.000000000000000,11,95,84,53.985360984806476,20.220130111134583,4867860.000000000000000,14,42,31,42
5424,x-92.8475112915039y32.8305244445801,5424,90154,81138600.000000000000000,11,95,84,52.776593384652926,19.850645652780869,4758021.000000000000000,15,42,82,42
5425,x-92.8475112915039y32.9142646789551,5425,90160,81144000.000000000000000,11,95,84,52.321583850931674,19.734163845753926,4717314.000000000000000,14,42,24,42
5426,x-92.8475112915039y32.9980850219727,5426,90158,81142200.000000000000000,11,95,84,62.517014574413807,23.522198257420754,5636409.000000000000000,15,42,24,42
5427,x-92.754150390625y29.6213264465332,5427,89753,80777700.000000000000000,11,95,84,39.773556315666326,39.804217611014117,3569796.000000000000000,8,11,90,11
5428,x-92.754150390625y29.7023181915283,5428,90160,81144000.000000000000000,11,95,84,77.946472937000891,33.186451584175494,7027654.000000000000000,14,95,24,95
5429,x-92.754150390625y29.783374786377,5429,90160,81144000.000000000000000,11,95,84,86.474035048802136,24.804033454248543,7796499.000000000000000,12,95,22,95
5430,x-92.754150390625y29.8644962310791,5430,90161,81144900.000000000000000,11,95,84,24.123301649271859,30.449718009630168,2174981.000000000000000,5,11,71,11
5431,x-92.754150390625y29.9456825256348,5431,90162,81145800.000000000000000,11,95,84,41.843581553204231,39.831357556214691,3772701.000000000000000,12,11,23,11
5432,x-92.754150390625y30.0269336700439,5432,90157,81141300.000000000000000,11,95,84,68.023924930953783,31.391518544273321,6132833.000000000000000,15,82,31,82
5433,x-92.754150390625y30.1082496643066,5433,90166,81149400.000000000000000,11,95,84,78.185912650001114,15.703229099335548,7049711.000000000000000,14,82,31,82
5434,x-92.754150390625y30.1896305084229,5434,90158,81142200.000000000000000,11,95,84,78.598105548037893,15.163808179720677,7086248.000000000000000,13,82,31,82
5435,x-92.754150390625y30.2710781097412,5435,90168,81151200.000000000000000,11,95,84,76.753393665158370,17.133812935524528,6920700.000000000000000,14,82,31,82
5436,x-92.754150390625y30.3525924682617,5436,90152,81136800.000000000000000,11,95,84,78.291086165587004,14.905782472090291,7058098.000000000000000,13,82,41,82
5437,x-92.754150390625y30.4341716766357,5437,90162,81145800.000000000000000,11,95,84,77.513320467602753,15.978983204207656,6988756.000000000000000,15,82,24,82
5438,x-92.754150390625y30.5158195495605,5438,90163,81146700.000000000000000,11,95,84,69.504020496212419,22.092544787108949,6266691.000000000000000,15,82,24,82
5439,x-92.754150390625y30.5975341796875,5439,90162,81145800.000000000000000,11,95,84,72.032685610345823,23.173859836556012,6494611.000000000000000,15,90,31,82
5440,x-92.754150390625y30.6793174743652,5440,90162,81145800.000000000000000,11,95,84,62.279929460304785,22.913920592738350,5615283.000000000000000,15,42,24,52
5441,x-92.754150390625y30.8430862426758,5441,90160,81144000.000000000000000,11,95,84,48.776730257320317,17.060613917741076,4397710.000000000000000,14,42,24,42
5442,x-92.754150390625y30.9250736236572,5442,90166,81149400.000000000000000,11,95,84,54.253610008207083,20.208827511808249,4891831.000000000000000,14,42,24,42
5443,x-92.754150390625y31.0071296691895,5443,90160,81144000.000000000000000,11,95,84,47.803671251109137,15.835779557888293,4309979.000000000000000,14,42,95,42
5444,x-92.754150390625y31.0892543792725,5444,90161,81144900.000000000000000,11,95,84,60.230709508545822,23.380914960432165,5430461.000000000000000,14,42,24,42
5445,x-92.754150390625y31.1714496612549,5445,90156,81140400.000000000000000,11,95,84,57.975442566218554,22.120808234520243,5226834.000000000000000,14,42,24,42
5446,x-92.754150390625y31.3360500335693,5446,90160,81144000.000000000000000,11,95,84,52.974667258207631,24.825301797990949,4776196.000000000000000,15,42,24,42
5447,x-92.754150390625y31.4184551239014,5447,90160,81144000.000000000000000,11,95,84,52.690217391304351,27.613267938346340,4750550.000000000000000,15,42,82,42
5448,x-92.754150390625y31.5009326934814,5448,90161,81144900.000000000000000,11,95,84,63.729550470824414,26.059118228916589,5745920.000000000000000,15,90,24,81
5449,x-92.754150390625y31.5834808349609,5449,90162,81145800.000000000000000,11,95,84,58.931279252900332,27.163839237728730,5313362.000000000000000,15,42,24,52
5450,x-92.754150390625y31.6661014556885,5450,90163,81146700.000000000000000,11,95,84,52.725951887137740,20.182068788732732,4753930.000000000000000,14,42,24,42
5451,x-92.754150390625y31.8315582275391,5451,90163,81146700.000000000000000,11,95,84,48.012887769927801,15.744585888097438,4328986.000000000000000,14,42,81,42
5452,x-92.754150390625y31.9143962860107,5452,90162,81145800.000000000000000,11,95,84,47.561722233313368,17.139338245834022,4288260.000000000000000,14,42,24,42
5453,x-92.754150390625y31.9973068237305,5453,90161,81144900.000000000000000,11,95,84,59.820986901210055,23.597535393117319,5393520.000000000000000,15,42,82,42
5454,x-92.754150390625y32.1633491516113,5454,90161,81144900.000000000000000,11,95,84,50.533678641541243,18.042904734300386,4556167.000000000000000,14,42,31,42
5455,x-92.6607894897461y32.0802917480469,5455,90160,81144000.000000000000000,11,95,84,51.359538598047912,19.185502580890102,4630576.000000000000000,14,42,95,42
5456,x-92.754150390625y30.7611675262451,5456,90160,81144000.000000000000000,11,95,84,52.410736468500446,19.779674170289404,4725352.000000000000000,14,42,24,42
5457,x-92.754150390625y31.2537136077881,5457,90164,81147600.000000000000000,11,95,84,49.585233574375579,18.479233665980701,4470803.000000000000000,15,42,82,42
5458,x-92.754150390625y31.7487945556641,5458,90158,81142200.000000000000000,11,95,84,50.647829366223739,17.894266268925691,4566307.000000000000000,12,42,23,42
5459,x-92.754150390625y32.2464828491211,5459,90164,81147600.000000000000000,11,95,84,56.575296127057364,27.410846530233798,5101055.000000000000000,14,90,31,42
5460,x-92.754150390625y32.3296890258789,5460,90157,81141300.000000000000000,11,95,84,57.396053551027649,22.840168905121235,5174656.000000000000000,14,42,31,42
5461,x-92.754150390625y32.412971496582,5461,90162,81145800.000000000000000,11,95,84,50.998913067589449,19.136729999024745,4598164.000000000000000,14,42,31,42
5462,x-92.754150390625y32.4963302612305,5462,90166,81149400.000000000000000,11,95,84,47.224508129450122,17.752945466991726,4258045.000000000000000,14,42,95,42
5463,x-92.754150390625y32.5797653198242,5463,90156,81140400.000000000000000,11,95,84,50.605772217046010,19.950754168925396,4562414.000000000000000,15,42,82,42
5464,x-92.754150390625y32.663272857666,5464,90163,81146700.000000000000000,11,95,84,55.149662278318154,22.376266394374891,4972459.000000000000000,15,42,31,42
5465,x-92.754150390625y32.7468605041504,5465,90157,81141300.000000000000000,11,95,84,49.249132069611896,17.035616912268825,4440154.000000000000000,15,42,31,42
5466,x-92.754150390625y32.8305244445801,5466,90168,81151200.000000000000000,11,95,84,56.701424008517435,21.635100263359369,5112654.000000000000000,14,42,24,42
5467,x-92.754150390625y32.9142646789551,5467,90156,81140400.000000000000000,11,95,84,61.146934202937132,24.974886574971482,5512763.000000000000000,14,42,24,42
5468,x-92.754150390625y32.9980850219727,5468,90166,81149400.000000000000000,11,95,84,50.921200896124923,20.261230420658780,4591361.000000000000000,15,42,82,42
5469,x-92.6607894897461y29.6213264465332,5469,90157,81141300.000000000000000,11,95,84,69.249764300054352,38.717587835943704,6243351.000000000000000,5,95,31,95
5470,x-92.6607894897461y29.7023181915283,5470,90160,81144000.000000000000000,11,95,84,85.934205856255545,25.926396078762426,7747828.000000000000000,9,95,42,95
5471,x-92.6607894897461y29.783374786377,5471,90166,81149400.000000000000000,11,95,84,79.722977619058184,32.344447133549252,7188302.000000000000000,9,95,31,95
5472,x-92.6607894897461y29.8644962310791,5472,90160,81144000.000000000000000,11,95,84,51.275044365572313,41.928557335674164,4622958.000000000000000,7,11,82,11
5473,x-92.6607894897461y29.9456825256348,5473,90159,81143100.000000000000000,11,95,84,73.822391552701333,33.668440596346684,6655753.000000000000000,15,95,42,95
5474,x-92.6607894897461y30.0269336700439,5474,90168,81151200.000000000000000,11,95,84,69.553178511223493,28.126447164345318,6271471.000000000000000,14,82,41,82
5475,x-92.6607894897461y30.1082496643066,5475,90158,81142200.000000000000000,11,95,84,69.409037467556956,25.923804723192987,6257780.000000000000000,15,82,31,82
5476,x-92.6607894897461y30.1896305084229,5476,90162,81145800.000000000000000,11,95,84,71.660511080055898,22.945111347111968,6461055.000000000000000,14,82,95,82
5477,x-92.6607894897461y30.2710781097412,5477,90157,81141300.000000000000000,11,95,84,70.569195958161870,24.423854277630650,6362307.000000000000000,15,82,31,82
5478,x-92.6607894897461y30.4341716766357,5478,90156,81140400.000000000000000,11,95,84,74.353864412795602,18.528127023840366,6703447.000000000000000,14,82,24,82
5479,x-92.6607894897461y30.5158195495605,5479,90162,81145800.000000000000000,11,95,84,66.189824981699601,23.714753738540942,5967807.000000000000000,15,82,31,82
5480,x-92.6607894897461y30.6793174743652,5480,90162,81145800.000000000000000,11,95,84,55.045451520596259,21.037082393899293,4963008.000000000000000,13,42,23,42
5481,x-92.6607894897461y30.7611675262451,5481,90167,81150300.000000000000000,11,95,84,58.123237991726462,23.769163045553832,5240798.000000000000000,14,42,95,42
5482,x-92.6607894897461y30.8430862426758,5482,90154,81138600.000000000000000,11,95,84,57.172072231958651,26.738785270599909,5154291.000000000000000,14,90,41,42
5483,x-92.6607894897461y30.9250736236572,5483,90163,81146700.000000000000000,11,95,84,60.953905704113659,23.299770886426863,5495787.000000000000000,14,42,24,43
5484,x-92.6607894897461y31.0892543792725,5484,90158,81142200.000000000000000,11,95,84,53.570343175314449,20.489522996526613,4829795.000000000000000,13,42,23,42
5485,x-92.6607894897461y31.1714496612549,5485,90164,81147600.000000000000000,11,95,84,47.348099019564351,16.189647376673996,4269094.000000000000000,14,42,24,42
5486,x-92.6607894897461y31.2537136077881,5486,90158,81142200.000000000000000,11,95,84,43.756782537323367,18.207500183390778,3945024.000000000000000,15,42,24,42
5487,x-92.6607894897461y31.4184551239014,5487,90153,81137700.000000000000000,11,95,84,70.008086253369271,24.940355037298527,6311439.000000000000000,15,81,24,81
5488,x-92.6607894897461y31.5009326934814,5488,90158,81142200.000000000000000,11,95,84,67.541660196543845,23.611162162952013,6089421.000000000000000,15,82,24,81
5489,x-92.6607894897461y31.5834808349609,5489,90168,81151200.000000000000000,11,95,84,59.612534380267945,26.619279074998754,5375143.000000000000000,15,90,24,52
5490,x-92.6607894897461y31.6661014556885,5490,90155,81139500.000000000000000,11,95,84,59.104564361377626,24.147325089696153,5328572.000000000000000,15,42,82,42
5491,x-92.6607894897461y31.8315582275391,5491,90160,81144000.000000000000000,11,95,84,51.030612244897959,17.819358009082627,4600920.000000000000000,13,42,31,42
5492,x-92.6607894897461y31.9973068237305,5492,90162,81145800.000000000000000,11,95,84,57.431545440429453,22.555562002246290,5178143.000000000000000,15,42,82,42
5493,x-92.6607894897461y32.1633491516113,5493,90160,81144000.000000000000000,11,95,84,53.137877107364687,19.641295547661205,4790911.000000000000000,14,42,31,42
5494,x-92.5674285888672y32.0802917480469,5494,90161,81144900.000000000000000,11,95,84,50.608134337462985,18.285487926590555,4562880.000000000000000,13,42,31,42
5495,x-92.6607894897461y30.3525924682617,5495,90170,81153000.000000000000000,11,95,84,77.756160585560608,16.657026576044355,7011273.000000000000000,15,82,31,82
5496,x-92.6607894897461y30.5975341796875,5496,90159,81143100.000000000000000,11,95,84,72.282977850242347,19.803471963639289,6516961.000000000000000,14,82,24,82
5497,x-92.6607894897461y31.0071296691895,5497,90161,81144900.000000000000000,11,95,84,61.579918146426948,23.725687011643871,5552107.000000000000000,14,42,24,42
5498,x-92.6607894897461y31.3360500335693,5498,90171,81153900.000000000000000,11,95,84,71.781526211309625,19.474770420435995,6472612.000000000000000,15,82,24,81
5499,x-92.6607894897461y31.7487945556641,5499,90162,81145800.000000000000000,11,95,84,54.595073312481979,20.588793604285595,4922401.000000000000000,12,42,23,42
5500,x-92.6607894897461y31.9143962860107,5500,90163,81146700.000000000000000,11,95,84,53.438006721160562,25.146184678602353,4818131.000000000000000,15,42,82,42
5501,x-92.6607894897461y32.2464828491211,5501,90158,81142200.000000000000000,11,95,84,46.744836841988509,16.020761506823682,4214421.000000000000000,14,42,24,42
5502,x-92.6607894897461y32.3296890258789,5502,90162,81145800.000000000000000,11,95,84,48.249373350191874,16.504480413260520,4350260.000000000000000,14,42,95,42
5503,x-92.6607894897461y32.412971496582,5503,90163,81146700.000000000000000,11,95,84,52.262136353049478,19.763671264579646,4712111.000000000000000,14,42,31,42
5504,x-92.6607894897461y32.4963302612305,5504,90161,81144900.000000000000000,11,95,84,43.974523352669117,20.137369017591265,3964787.000000000000000,14,42,95,42
5505,x-92.6607894897461y32.5797653198242,5505,90160,81144000.000000000000000,11,95,84,45.648036823425024,20.918589333086260,4115627.000000000000000,15,42,82,42
5506,x-92.6607894897461y32.663272857666,5506,90159,81143100.000000000000000,11,95,84,57.723211215741081,23.152122157347581,5204267.000000000000000,15,42,31,42
5507,x-92.6607894897461y32.7468605041504,5507,90162,81145800.000000000000000,11,95,84,54.360406823273664,20.765173944090812,4901243.000000000000000,15,42,24,42
5508,x-92.6607894897461y32.8305244445801,5508,90159,81143100.000000000000000,11,95,84,50.647178872880133,19.885639713098733,4566299.000000000000000,15,42,82,42
5509,x-92.6607894897461y32.9142646789551,5509,90165,81148500.000000000000000,11,95,84,63.025420063217432,23.996704827766941,5682687.000000000000000,15,42,24,52
5510,x-92.6607894897461y32.9980850219727,5510,90159,81143100.000000000000000,11,95,84,59.237835379718057,23.109398293509191,5340824.000000000000000,15,42,24,42
5511,x-92.5674285888672y29.540397644043,5511,67019,60317100.000000000000000,11,95,84,16.175248810038944,20.189428316637365,1084049.000000000000000,3,11,31,11
5512,x-92.5674285888672y29.6213264465332,5512,90163,81146700.000000000000000,11,95,84,78.100018854740853,33.623979999220296,7041732.000000000000000,9,95,23,95
5513,x-92.5674285888672y29.7023181915283,5513,90155,81139500.000000000000000,11,95,84,60.432821252287724,41.255689296214662,5448321.000000000000000,11,95,24,95
5514,x-92.5674285888672y29.783374786377,5514,90161,81144900.000000000000000,11,95,84,29.016148889209305,34.463512003923888,2616125.000000000000000,6,11,42,11
5515,x-92.5674285888672y29.8644962310791,5515,90165,81148500.000000000000000,11,95,84,85.731536627294403,26.175271764487391,7729984.000000000000000,8,95,52,95
5516,x-92.5674285888672y29.9456825256348,5516,90162,81145800.000000000000000,11,95,84,77.999312348883123,21.924943695881762,7032574.000000000000000,14,82,24,82
5517,x-92.5674285888672y30.0269336700439,5517,90160,81144000.000000000000000,11,95,84,75.132486690328307,20.929373367313296,6773945.000000000000000,14,82,24,82
5518,x-92.5674285888672y30.1082496643066,5518,90157,81141300.000000000000000,11,95,84,79.783655179298336,16.334219886212793,7193055.000000000000000,14,82,24,82
5519,x-92.5674285888672y30.1896305084229,5519,90161,81144900.000000000000000,11,95,84,75.276993378511776,22.416883316298488,6787049.000000000000000,15,82,31,82
5520,x-92.5674285888672y30.2710781097412,5520,90165,81148500.000000000000000,11,95,84,72.524571618699056,24.094054692847717,6539178.000000000000000,15,82,31,82
5521,x-92.5674285888672y30.3525924682617,5521,90155,81139500.000000000000000,11,95,84,77.925894293161775,17.899416374178713,7025409.000000000000000,14,82,24,82
5522,x-92.5674285888672y30.4341716766357,5522,90165,81148500.000000000000000,11,95,84,77.371995785504353,19.101869151566067,6976246.000000000000000,14,82,24,82
5523,x-92.5674285888672y30.5158195495605,5523,90162,81145800.000000000000000,11,95,84,75.793482841995512,19.817428444666287,6833692.000000000000000,15,82,41,82
5524,x-92.5674285888672y30.5975341796875,5524,90161,81144900.000000000000000,11,95,84,78.008950654939497,18.544497278394068,7033365.000000000000000,15,90,24,82
5525,x-92.5674285888672y30.6793174743652,5525,90163,81146700.000000000000000,11,95,84,64.959917039140223,22.687538689543445,5856981.000000000000000,14,42,31,71
5526,x-92.5674285888672y30.8430862426758,5526,90166,81149400.000000000000000,11,95,84,57.295821041190692,21.734342311405239,5166135.000000000000000,14,42,82,42
5527,x-92.5674285888672y30.9250736236572,5527,90160,81144000.000000000000000,11,95,84,52.614474267968056,19.707885728391105,4743721.000000000000000,15,42,82,42
