OBJECTID,Cell_ID,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
12363,x-82.3910827636719y26.90354347229,12363,64830,58347000.000000000000000,11,95,84,13.721656640444239,13.663903981106090,889575.000000000000000,12,11,42,11
12364,x-82.3910827636719y26.9825344085693,12364,90107,81096300.000000000000000,11,95,84,25.321828492791902,25.102443462315069,2281674.000000000000000,15,11,31,11
12365,x-82.4844436645508y35.0341529846191,12365,90142,81127800.000000000000000,11,95,84,44.565596503294799,17.149282371795820,4017232.000000000000000,15,41,95,41
12366,x-82.3910827636719y27.0615787506104,12366,90161,81144900.000000000000000,11,95,84,35.006177837424161,26.947158891677638,3156192.000000000000000,15,22,31,22
12367,x-82.3910827636719y27.1406784057617,12367,90160,81144000.000000000000000,11,95,84,56.676120230700974,32.835022155900042,5109919.000000000000000,15,90,41,52
12368,x-82.4844436645508y35.1200523376465,12368,90167,81150300.000000000000000,11,82,71,41.525059057082970,10.808730393147551,3744190.000000000000000,13,41,82,41
12369,x-82.3910827636719y27.2198333740234,12369,90164,81147600.000000000000000,11,95,84,79.656681158777346,18.915164134763458,7182165.000000000000000,15,90,24,81
12370,x-82.3910827636719y27.2990436553955,12370,90159,81143100.000000000000000,11,95,84,56.045985425747844,31.349429952260184,5053050.000000000000000,14,81,43,81
12371,x-82.4844436645508y35.2060432434082,12371,90157,81141300.000000000000000,11,95,84,42.525760617589313,12.516880101080254,3833995.000000000000000,15,41,31,41
12372,x-82.3910827636719y27.3783073425293,12372,90162,81145800.000000000000000,11,95,84,53.491204720392183,32.772611936435112,4822874.000000000000000,15,90,82,52
12373,x-82.3910827636719y27.4576282501221,12373,90160,81144000.000000000000000,11,95,84,57.525876220053242,31.507323980390083,5186533.000000000000000,15,81,31,81
12374,x-82.4844436645508y35.292121887207,12374,90159,81143100.000000000000000,11,95,84,32.958806109207067,16.246064618175041,2971533.000000000000000,15,21,31,22
12375,x-82.3910827636719y27.5370044708252,12375,90161,81144900.000000000000000,11,95,84,64.929448431139846,30.639927942111115,5854104.000000000000000,15,90,41,81
12376,x-82.3910827636719y27.6164379119873,12376,90162,81145800.000000000000000,11,95,84,74.846265610789473,23.180850595664868,6748289.000000000000000,15,81,41,81
12377,x-82.4844436645508y35.378288269043,12377,90167,81150300.000000000000000,11,95,84,38.784677320971085,20.471877507887122,3497098.000000000000000,15,21,95,41
12378,x-82.3910827636719y27.6959266662598,12378,90161,81144900.000000000000000,11,95,84,53.273932187974843,32.646472989493937,4803231.000000000000000,15,90,31,42
12379,x-82.3910827636719y27.7754726409912,12379,90160,81144000.000000000000000,11,95,84,48.404747116237800,32.568130071660875,4364172.000000000000000,15,81,41,24
12380,x-82.4844436645508y35.4645500183105,12380,90157,81141300.000000000000000,11,95,84,40.127599631753498,21.269307540638813,3617784.000000000000000,15,21,95,41
12381,x-82.3910827636719y27.855073928833,12381,90160,81144000.000000000000000,11,95,84,33.568334072759541,31.145553225685415,3026521.000000000000000,15,11,82,21
12382,x-82.3910827636719y27.9347343444824,12382,90162,81145800.000000000000000,11,95,84,31.395721035469489,24.115348952769811,2830701.000000000000000,15,21,41,23
12383,x-82.4844436645508y35.5508995056152,12383,90163,81146700.000000000000000,11,95,84,34.246974923194657,12.739831206210779,3087810.000000000000000,15,41,82,41
12384,x-82.3910827636719y28.0144519805908,12384,90161,81144900.000000000000000,11,95,84,30.036745377713203,21.418706451192200,2708143.000000000000000,15,22,41,22
12385,x-82.3910827636719y28.0942268371582,12385,90161,81144900.000000000000000,11,95,84,55.737325451137409,32.937696150695231,5025333.000000000000000,15,90,82,42
12386,x-82.4844436645508y35.6373405456543,12386,90162,81145800.000000000000000,11,90,79,38.795501430757966,13.006392668752124,3497880.000000000000000,14,41,11,41
12387,x-82.3910827636719y28.1740608215332,12387,90160,81144000.000000000000000,11,95,84,54.619565217391305,32.675297342509893,4924500.000000000000000,14,90,41,42
12388,x-82.3910827636719y28.2539520263672,12388,90159,81143100.000000000000000,11,95,84,60.464113399660597,31.223970983317336,5451384.000000000000000,15,90,82,81
12389,x-82.4844436645508y35.7238731384277,12389,90160,81144000.000000000000000,11,82,71,42.859261313220941,11.463594030527913,3864191.000000000000000,13,41,24,41
12390,x-82.3910827636719y28.3339023590088,12390,90165,81148500.000000000000000,11,95,84,74.423911717406980,20.664811359096401,6710432.000000000000000,14,81,24,81
12391,x-82.4844436645508y35.8105010986328,12391,90154,81138600.000000000000000,11,90,79,47.877065909443843,17.673630548893527,4316309.000000000000000,14,41,90,41
12392,x-82.3910827636719y28.413911819458,12392,90162,81145800.000000000000000,11,95,84,63.558117610523283,21.399960207550109,5730527.000000000000000,15,81,24,81
12393,x-82.3910827636719y28.4939804077148,12393,90157,81141300.000000000000000,11,95,84,53.945772374857192,23.281400343439227,4863589.000000000000000,15,42,31,42
12394,x-82.3910827636719y28.5741100311279,12394,90163,81146700.000000000000000,11,95,84,44.965196366580528,21.215572478242080,4054197.000000000000000,15,42,82,42
12395,x-82.4844436645508y35.8972206115723,12395,90161,81144900.000000000000000,11,82,71,44.518472510287154,13.615062299072994,4013830.000000000000000,13,41,82,41
12396,x-82.3910827636719y28.654296875,12396,90162,81145800.000000000000000,11,95,84,54.087742064284285,21.400940485936307,4876659.000000000000000,15,42,24,42
12397,x-82.3910827636719y28.7345447540283,12397,90159,81143100.000000000000000,11,95,84,47.872824676405017,16.684704069930969,4316166.000000000000000,13,42,23,42
12398,x-82.4844436645508y35.9840316772461,12398,90171,81153900.000000000000000,11,81,70,40.640094930742698,8.095733791411476,3664558.000000000000000,12,41,11,41
12399,x-82.3910827636719y28.8148536682129,12399,90164,81147600.000000000000000,21,95,74,41.041723969655294,12.439780428546353,3700486.000000000000000,13,42,95,42
12400,x-82.3910827636719y28.8952236175537,12400,90158,81142200.000000000000000,11,95,84,40.510769981587877,24.868751294519079,3652370.000000000000000,14,42,41,42
12401,x-82.4844436645508y36.0709381103516,12401,90170,81153000.000000000000000,11,95,84,41.752035044915161,8.412361421261336,3764781.000000000000000,14,43,95,42
12402,x-82.3910827636719y28.9756526947021,12402,90165,81148500.000000000000000,11,95,84,53.367293295624691,27.524564196425882,4811862.000000000000000,14,42,24,42
12403,x-82.3910827636719y29.0561447143555,12403,90156,81140400.000000000000000,11,95,84,61.654631971249835,24.231913373820539,5558535.000000000000000,15,42,43,71
12404,x-82.3910827636719y29.136697769165,12404,90165,81148500.000000000000000,11,95,84,54.633693783618924,24.815054747926222,4926047.000000000000000,15,81,24,42
12405,x-82.3910827636719y29.2173118591309,12405,90159,81143100.000000000000000,11,95,84,62.279173460220278,21.323300917396562,5615028.000000000000000,15,81,24,81
12406,x-82.3910827636719y29.2979888916016,12406,90161,81144900.000000000000000,11,95,84,64.080511529375229,20.734010384915077,5777563.000000000000000,15,81,24,81
12407,x-82.3910827636719y29.3787288665771,12407,90162,81145800.000000000000000,11,95,84,60.263902752822695,20.986188748992248,5433514.000000000000000,15,81,24,71
12408,x-82.3910827636719y29.4595317840576,12408,90162,81145800.000000000000000,11,95,84,57.054335529380445,21.487081977099972,5144133.000000000000000,14,42,24,42
12409,x-82.3910827636719y29.540397644043,12409,90160,81144000.000000000000000,11,95,84,66.304780390417037,25.578331492136133,5978039.000000000000000,15,42,24,81
12410,x-82.3910827636719y29.6213264465332,12410,90160,81144000.000000000000000,11,95,84,39.025887311446319,23.369279896705937,3518574.000000000000000,15,42,31,24
12411,x-82.3910827636719y29.7023181915283,12411,90162,81145800.000000000000000,11,95,84,40.913289412391030,22.893024513560352,3688824.000000000000000,15,42,82,42
12412,x-82.3910827636719y29.783374786377,12412,90162,81145800.000000000000000,11,95,84,57.773052949136002,23.068181878217803,5208934.000000000000000,15,42,31,42
12413,x-82.4844436645508y36.5943756103516,12413,90144,81129600.000000000000000,11,95,84,44.454794550940719,20.236384220377179,4007333.000000000000000,15,41,95,41
12414,x-82.3910827636719y29.8644962310791,12414,90161,81144900.000000000000000,11,95,84,65.411918678807908,22.518142563601398,5897604.000000000000000,14,42,23,81
12415,x-82.4844436645508y36.6819534301758,12415,90166,81149400.000000000000000,11,90,79,50.163686977352882,18.725221231392684,4523059.000000000000000,13,41,24,41
12416,x-82.3910827636719y29.9456825256348,12416,90160,81144000.000000000000000,11,95,84,67.233473824312327,23.390298654834631,6061770.000000000000000,15,90,24,81
12417,x-82.3910827636719y30.0269336700439,12417,90164,81147600.000000000000000,11,95,84,58.258185084956303,22.897355822405778,5252791.000000000000000,15,42,31,52
12418,x-82.4844436645508y36.7696304321289,12418,90168,81151200.000000000000000,11,95,84,55.183668263685561,20.816281532859332,4975801.000000000000000,14,41,23,41
12419,x-82.3910827636719y30.1082496643066,12419,90159,81143100.000000000000000,11,95,84,58.550250113688037,24.617483136128790,5278832.000000000000000,14,42,43,52
12420,x-82.3910827636719y30.1896305084229,12420,90161,81144900.000000000000000,11,95,84,53.482381517507569,23.456433227302558,4822025.000000000000000,15,42,82,42
12421,x-82.3910827636719y30.2710781097412,12421,90162,81145800.000000000000000,11,95,84,54.339522193385243,22.782301892120966,4899360.000000000000000,12,42,24,42
12422,x-82.4844436645508y36.8574066162109,12422,90157,81141300.000000000000000,11,95,84,43.412003504996839,12.966315099530016,3913896.000000000000000,15,41,31,41
12423,x-82.3910827636719y30.3525924682617,12423,90163,81146700.000000000000000,11,95,84,63.950367667446734,24.545166771525867,5765957.000000000000000,10,42,31,42
12424,x-82.3910827636719y30.4341716766357,12424,90159,81143100.000000000000000,11,95,84,67.765869186659131,24.074204159229343,6109703.000000000000000,12,90,23,90
12425,x-82.4844436645508y36.9452819824219,12425,90168,81151200.000000000000000,11,95,84,42.145783426492770,14.156746022822228,3800201.000000000000000,15,41,82,41
12426,x-82.3910827636719y30.5158195495605,12426,90158,81142200.000000000000000,11,95,84,81.686494820204530,17.912515233823658,7364691.000000000000000,12,90,23,90
12427,x-82.3910827636719y30.5975341796875,12427,90163,81146700.000000000000000,11,95,84,85.117398489402532,14.709204805875880,7674440.000000000000000,11,90,23,90
12428,x-82.4844436645508y37.0332527160645,12428,90154,81138600.000000000000000,11,90,79,43.328926059853138,12.201466740094656,3906276.000000000000000,13,41,90,41
12429,x-82.3910827636719y30.6793174743652,12429,90163,81146700.000000000000000,11,95,84,88.523285604959909,8.341432334005235,7981525.000000000000000,8,90,21,90
12430,x-82.4844436645508y37.1213302612305,12430,90150,81135000.000000000000000,11,81,70,43.639434276206323,13.638144612681259,3934095.000000000000000,12,41,11,41
12431,x-82.3910827636719y30.8430862426758,12431,90156,81140400.000000000000000,11,95,84,88.805481609654379,9.857943103238085,8006347.000000000000000,11,90,24,90
12432,x-82.3910827636719y30.9250736236572,12432,90163,81146700.000000000000000,11,95,84,88.727460266406396,7.871605826615895,7999934.000000000000000,10,90,41,90
12433,x-82.4844436645508y37.2095031738281,12433,90172,81154800.000000000000000,11,81,70,43.386439249434417,11.205891185931131,3912242.000000000000000,12,41,24,41
12434,x-82.3910827636719y31.0071296691895,12434,90162,81145800.000000000000000,11,95,84,72.453317362081592,22.471433132618625,6532536.000000000000000,13,90,43,90
12435,x-82.3910827636719y31.0892543792725,12435,90159,81143100.000000000000000,11,95,84,66.281813241051921,21.970772511794866,5975902.000000000000000,15,90,24,52
12436,x-82.3910827636719y31.1714496612549,12436,90163,81146700.000000000000000,11,95,84,53.457427104244537,24.549669260824100,4819882.000000000000000,15,42,31,52
12437,x-82.3910827636719y31.3360500335693,12437,90163,81146700.000000000000000,11,95,84,68.037964575269228,23.280389666161462,6134507.000000000000000,15,90,24,81
12438,x-82.3910827636719y31.4184551239014,12438,90161,81144900.000000000000000,11,95,84,70.256674171759414,21.705486356143556,6334412.000000000000000,15,90,24,82
12439,x-82.3910827636719y31.5009326934814,12439,90157,81141300.000000000000000,11,95,84,69.867131781226078,22.300646804890977,6299011.000000000000000,15,90,24,81
12440,x-82.3910827636719y31.5834808349609,12440,90161,81144900.000000000000000,11,95,84,66.502833819500665,23.524603905213482,5995962.000000000000000,15,90,24,81
12441,x-82.3910827636719y31.6661014556885,12441,90166,81149400.000000000000000,11,95,84,70.854102433289711,22.467092936983153,6388631.000000000000000,15,82,31,82
12442,x-82.3910827636719y31.8315582275391,12442,90160,81144000.000000000000000,11,95,84,70.740627772848271,23.129764331024660,6377975.000000000000000,15,90,31,82
12443,x-82.3910827636719y31.9143962860107,12443,90160,81144000.000000000000000,11,95,84,63.034416592724050,23.919027067813932,5683183.000000000000000,15,42,24,71
12444,x-82.3910827636719y31.9973068237305,12444,90164,81147600.000000000000000,11,95,84,67.988698371855733,23.198780476444458,6130133.000000000000000,15,90,24,81
12445,x-82.3910827636719y32.0802917480469,12445,90161,81144900.000000000000000,11,95,84,63.243453377846301,23.088638254082987,5702093.000000000000000,15,42,31,71
12446,x-82.3910827636719y32.1633491516113,12446,90162,81145800.000000000000000,11,95,84,59.705263858388236,25.437802671832923,5383146.000000000000000,15,42,31,52
12447,x-82.3910827636719y30.7611675262451,12447,90164,81147600.000000000000000,11,95,84,86.038119426822234,13.389822361819586,7757541.000000000000000,10,90,22,90
12448,x-82.3910827636719y31.2537136077881,12448,90160,81144000.000000000000000,11,95,84,52.758129991126886,28.460078544709514,4756673.000000000000000,15,90,31,42
12449,x-82.3910827636719y31.7487945556641,12449,90158,81142200.000000000000000,11,95,84,63.529148827613746,26.379294465124548,5727661.000000000000000,15,90,31,81
12450,x-82.3910827636719y32.2464828491211,12450,90158,81142200.000000000000000,11,95,84,55.334645843962818,25.492309267876578,4988861.000000000000000,15,42,31,43
12451,x-82.3910827636719y32.3296890258789,12451,90160,81144000.000000000000000,11,95,84,64.693644631765750,22.043483474508456,5832779.000000000000000,15,42,24,71
12452,x-82.3910827636719y32.412971496582,12452,90164,81147600.000000000000000,11,95,84,64.505279268887804,22.687585282805077,5816054.000000000000000,14,90,31,71
12453,x-82.3910827636719y32.4963302612305,12453,90160,81144000.000000000000000,11,95,84,64.683207630878442,23.223993139084332,5831838.000000000000000,15,90,24,71
12454,x-82.3910827636719y32.5797653198242,12454,90161,81144900.000000000000000,11,95,84,56.370692427989930,24.275289922936505,5082438.000000000000000,15,42,24,42
12455,x-82.3910827636719y32.663272857666,12455,90160,81144000.000000000000000,11,95,84,53.933562555456966,21.303398392019609,4862650.000000000000000,15,42,24,42
12456,x-82.3910827636719y32.7468605041504,12456,90165,81148500.000000000000000,11,95,84,52.436510841235510,19.059867332742861,4727938.000000000000000,15,42,24,42
12457,x-82.3910827636719y32.8305244445801,12457,90158,81142200.000000000000000,11,95,84,64.656769227356421,23.737289748329719,5829325.000000000000000,15,82,31,82
12458,x-82.3910827636719y32.9142646789551,12458,90160,81144000.000000000000000,11,95,84,69.823469387755097,22.345766939613316,6295284.000000000000000,15,82,31,82
12459,x-82.3910827636719y32.9980850219727,12459,90159,81143100.000000000000000,11,95,84,62.368726361206313,25.111444734851982,5623102.000000000000000,15,90,31,71
12460,x-82.3910827636719y33.0819816589355,12460,90162,81145800.000000000000000,11,95,84,63.457997826135177,21.427576880560569,5721500.000000000000000,15,82,31,71
12461,x-82.3910827636719y33.165958404541,12461,90162,81145800.000000000000000,11,95,84,61.414387435948626,22.965672758447280,5537244.000000000000000,15,82,31,71
12462,x-82.3910827636719y33.2500114440918,12462,90164,81147600.000000000000000,11,95,84,56.222050929417506,22.600409937170102,5069205.000000000000000,15,42,24,43
12463,x-82.3910827636719y33.3341484069824,12463,90161,81144900.000000000000000,11,95,84,57.190880757755572,22.643669334728607,5156387.000000000000000,15,42,24,43
12464,x-82.3910827636719y33.4183616638184,12464,90161,81144900.000000000000000,11,95,84,51.367398320781710,19.513675768650469,4631336.000000000000000,15,42,24,42
12465,x-82.3910827636719y33.5026550292969,12465,90158,81142200.000000000000000,11,95,84,49.752257148561412,17.984328214056923,4485564.000000000000000,15,42,24,42
12466,x-82.3910827636719y33.587028503418,12466,90163,81146700.000000000000000,11,95,84,46.098410656255894,13.618546601343647,4156371.000000000000000,14,42,95,42
12467,x-82.3910827636719y33.6714859008789,12467,90162,81145800.000000000000000,11,95,84,31.690501541669441,17.681059554434562,2857279.000000000000000,14,42,82,41
12468,x-82.3910827636719y33.7560234069824,12468,90161,81144900.000000000000000,11,95,84,50.491775823249519,18.520751788807214,4552389.000000000000000,14,42,24,42
12469,x-82.3910827636719y33.8406410217285,12469,90157,81141300.000000000000000,11,95,84,34.721519127743825,18.194332720525452,3130388.000000000000000,15,42,82,42
12470,x-82.3910827636719y33.9253425598145,12470,90161,81144900.000000000000000,11,95,84,39.187342642606005,15.435051676608571,3533170.000000000000000,15,42,82,42
12471,x-82.3910827636719y34.0101280212402,12471,90164,81147600.000000000000000,11,95,84,45.956523667982786,13.058617021509898,4143624.000000000000000,14,42,24,42
12472,x-82.3910827636719y34.0949935913086,12472,90164,81147600.000000000000000,11,95,84,44.622831728849654,12.166857223436002,4023373.000000000000000,14,42,24,42
12473,x-82.3910827636719y34.1799468994141,12473,90159,81143100.000000000000000,11,95,84,46.666699941214965,19.831370853416203,4207423.000000000000000,14,41,95,42
12474,x-82.3910827636719y34.2649803161621,12474,90162,81145800.000000000000000,11,95,84,52.855593265455511,19.250226920453294,4765566.000000000000000,14,81,24,42
12475,x-82.3910827636719y34.3501014709473,12475,90160,81144000.000000000000000,11,95,84,54.788320763087846,21.268752126337230,4939715.000000000000000,14,81,24,43
12476,x-82.3910827636719y34.4353065490723,12476,90162,81145800.000000000000000,11,95,84,52.230429671036582,22.203245800021975,4709200.000000000000000,15,81,82,42
12477,x-82.3910827636719y34.5205955505371,12477,90162,81145800.000000000000000,11,95,84,53.231738426388056,20.797027140803884,4799480.000000000000000,14,41,24,42
12478,x-82.3910827636719y34.6059722900391,12478,90162,81145800.000000000000000,11,95,84,51.927020252434509,20.828974134543767,4681844.000000000000000,15,41,82,42
12479,x-82.3910827636719y34.6914329528809,12479,90160,81144000.000000000000000,11,95,84,49.099500887311443,23.046990205119229,4426811.000000000000000,15,41,95,41
12480,x-82.3910827636719y34.7769813537598,12480,90161,81144900.000000000000000,11,95,84,31.403855325473319,16.605761001946085,2831403.000000000000000,14,21,95,23
12481,x-82.297721862793y26.6668949127197,12481,50124,45111600.000000000000000,11,95,84,14.726677838959381,15.727225203722542,738160.000000000000000,6,11,42,11
12482,x-82.3910827636719y34.8626174926758,12482,90160,81144000.000000000000000,11,95,84,25.224467613132209,9.697753346494641,2274238.000000000000000,14,22,95,22
12483,x-82.297721862793y26.7457237243652,12483,68989,62090100.000000000000000,11,95,84,14.258823870472105,14.199156036015181,983702.000000000000000,12,11,52,11
12484,x-82.297721862793y26.8246059417725,12484,88129,79316100.000000000000000,11,95,84,22.943423844591450,26.710710591257321,2021981.000000000000000,15,11,82,11
12485,x-82.3910827636719y34.9483413696289,12485,90161,81144900.000000000000000,11,95,84,41.247424052528253,18.677655348908122,3718909.000000000000000,14,41,95,41
12486,x-82.297721862793y26.90354347229,12486,90163,81146700.000000000000000,11,95,84,32.160453844703483,26.281864402326587,2899683.000000000000000,15,21,82,22
12487,x-82.297721862793y26.9825344085693,12487,90158,81142200.000000000000000,11,95,84,64.534617005701108,28.522075868828765,5818312.000000000000000,15,90,31,81
12488,x-82.3910827636719y35.0341529846191,12488,90162,81145800.000000000000000,11,95,84,49.418446795767615,20.647038584132101,4455666.000000000000000,15,41,82,41
12489,x-82.297721862793y27.0615787506104,12489,90164,81147600.000000000000000,11,95,84,62.275043254513996,30.795304237494502,5614967.000000000000000,15,90,31,82
12490,x-82.3910827636719y35.1200523376465,12490,90163,81146700.000000000000000,11,81,70,40.825782194470015,12.723391486240370,3680975.000000000000000,12,41,24,41
12491,x-82.297721862793y27.1406784057617,12491,90162,81145800.000000000000000,11,95,84,78.421674319558122,21.924678974780132,7070655.000000000000000,15,90,31,90
12492,x-82.297721862793y27.2198333740234,12492,90163,81146700.000000000000000,11,95,84,73.141721105109639,25.089980166867139,6594677.000000000000000,14,90,24,90
12493,x-82.297721862793y27.2990436553955,12493,90161,81144900.000000000000000,11,95,84,64.718437018222957,29.926184821903863,5835079.000000000000000,14,90,24,81
12494,x-82.3910827636719y35.2060432434082,12494,90163,81146700.000000000000000,11,95,84,40.038241850870094,10.222835877060831,3609968.000000000000000,15,41,31,41
12495,x-82.297721862793y27.3783073425293,12495,90160,81144000.000000000000000,11,95,84,64.392369121561671,28.001820424636016,5805616.000000000000000,15,81,24,81
12496,x-82.297721862793y27.4576282501221,12496,90162,81145800.000000000000000,11,95,84,68.849803686697271,26.361436509770225,6207636.000000000000000,15,81,24,81
12497,x-82.3910827636719y35.292121887207,12497,90158,81142200.000000000000000,11,95,84,44.573670667051175,20.955055108642416,4018673.000000000000000,15,41,95,41
12498,x-82.297721862793y27.5370044708252,12498,90162,81145800.000000000000000,11,95,84,80.395088840087837,10.784180687848544,7248582.000000000000000,14,81,23,81
12499,x-82.297721862793y27.6164379119873,12499,90161,81144900.000000000000000,11,95,84,68.523552311975237,28.394281186496730,6178152.000000000000000,15,81,24,81
12500,x-82.3910827636719y35.378288269043,12500,90159,81143100.000000000000000,11,95,84,50.394658325846557,22.735438841630682,4543532.000000000000000,15,81,95,42
12501,x-82.297721862793y27.6959266662598,12501,90158,81142200.000000000000000,11,95,84,71.207879500432568,25.248038581014818,6419960.000000000000000,15,81,41,81
12502,x-82.3910827636719y35.4645500183105,12502,90161,81144900.000000000000000,11,90,79,44.854915096327680,14.873887151207937,4044164.000000000000000,14,41,90,41
12503,x-82.297721862793y27.7754726409912,12503,90161,81144900.000000000000000,11,95,84,57.988154523574494,30.342019015082670,5228270.000000000000000,15,81,41,81
12504,x-82.297721862793y27.855073928833,12504,90163,81146700.000000000000000,11,95,84,42.096225724521148,30.133074260099910,3795522.000000000000000,15,21,31,23
12505,x-82.297721862793y27.9347343444824,12505,90159,81143100.000000000000000,11,95,84,29.042103395113077,19.732957549052731,2618407.000000000000000,15,21,31,22
12506,x-82.3910827636719y35.5508995056152,12506,90162,81145800.000000000000000,11,90,79,41.155752977972980,13.040204564451571,3710685.000000000000000,14,41,90,41
12507,x-82.297721862793y28.0144519805908,12507,90162,81145800.000000000000000,11,95,84,49.385983008362722,30.533833579680895,4452739.000000000000000,15,21,31,42
12508,x-82.297721862793y28.0942268371582,12508,90163,81146700.000000000000000,11,95,84,72.086731807947828,28.375432221319194,6499556.000000000000000,15,90,31,90
12509,x-82.3910827636719y35.6373405456543,12509,90163,81146700.000000000000000,11,95,84,38.585295520335393,12.166403331163041,3478966.000000000000000,15,41,95,41
12510,x-82.297721862793y28.1740608215332,12510,90161,81144900.000000000000000,11,95,84,57.154922860216722,32.044637577239726,5153145.000000000000000,15,90,31,81
12511,x-82.3910827636719y35.7238731384277,12511,90159,81143100.000000000000000,11,95,84,41.717998203174389,7.745354602002070,3761253.000000000000000,14,41,95,41
12512,x-82.297721862793y28.2539520263672,12512,90159,81143100.000000000000000,11,95,84,57.650872347741213,30.918402976170277,5197745.000000000000000,15,81,31,81
12513,x-82.297721862793y28.3339023590088,12513,90159,81143100.000000000000000,11,95,84,67.966603445024901,25.389039305179491,6127801.000000000000000,15,81,31,81
12514,x-82.297721862793y28.413911819458,12514,90162,81145800.000000000000000,11,95,84,62.849470952285884,24.965312778453232,5666634.000000000000000,15,42,24,81
12515,x-82.3910827636719y35.8105010986328,12515,90166,81149400.000000000000000,21,95,74,42.226604263247786,8.203725466166304,3807404.000000000000000,12,41,95,41
12516,x-82.297721862793y28.4939804077148,12516,90163,81146700.000000000000000,11,95,84,58.081153022858601,23.327872288167882,5236771.000000000000000,15,42,24,42
12517,x-82.297721862793y28.5741100311279,12517,90159,81143100.000000000000000,11,95,84,48.992757239987135,18.833707846079211,4417138.000000000000000,15,42,24,42
12518,x-82.3910827636719y35.8972206115723,12518,90160,81144000.000000000000000,11,95,84,47.354968944099376,17.288681529469788,4269524.000000000000000,15,41,11,41
12519,x-82.297721862793y28.654296875,12519,90159,81143100.000000000000000,11,95,84,55.857163455672755,22.958935715519246,5036026.000000000000000,15,42,24,42
12520,x-82.297721862793y28.7345447540283,12520,90162,81145800.000000000000000,11,95,84,64.397894900290595,26.175334556264261,5806243.000000000000000,15,81,24,81
12521,x-82.3910827636719y35.9840316772461,12521,90157,81141300.000000000000000,11,82,71,43.018867087414179,10.669103696923754,3878452.000000000000000,12,41,11,41
12522,x-82.297721862793y28.8148536682129,12522,90162,81145800.000000000000000,11,95,84,53.934329318338101,32.592941225129259,4862827.000000000000000,14,90,31,42
12523,x-82.297721862793y28.8952236175537,12523,90166,81149400.000000000000000,11,95,84,79.954683583612450,24.441323849717495,7209194.000000000000000,14,90,43,90
12524,x-82.3910827636719y36.0709381103516,12524,90163,81146700.000000000000000,11,95,84,41.800938300633298,5.040916224358068,3768898.000000000000000,13,43,23,43
12525,x-82.297721862793y28.9756526947021,12525,90157,81141300.000000000000000,11,95,84,70.414598977339523,25.162134210871709,6348369.000000000000000,15,90,24,90
12526,x-82.297721862793y29.0561447143555,12526,90162,81145800.000000000000000,11,95,84,45.089294824870791,21.875690633205625,4065341.000000000000000,15,42,11,42
12527,x-82.3910827636719y36.1579399108887,12527,90158,81142200.000000000000000,11,95,84,40.910035715077974,13.549294825448309,3688367.000000000000000,15,41,82,41
12528,x-82.297721862793y29.136697769165,12528,90161,81144900.000000000000000,11,95,84,59.176229190004548,23.552236254606616,5335388.000000000000000,15,81,95,71
12529,x-82.297721862793y29.2173118591309,12529,90162,81145800.000000000000000,11,95,84,60.796477451698053,22.713063366741029,5481532.000000000000000,15,81,31,81
12530,x-82.297721862793y29.2979888916016,12530,90161,81144900.000000000000000,11,95,84,61.788611483901022,20.615475711820874,5570923.000000000000000,15,81,24,81
12531,x-82.297721862793y29.3787288665771,12531,90159,81143100.000000000000000,11,95,84,58.872724852760122,20.787883991101335,5307906.000000000000000,15,42,24,42
12532,x-82.297721862793y29.4595317840576,12532,90160,81144000.000000000000000,11,95,84,57.515794143744458,22.170077816001481,5185624.000000000000000,15,42,24,42
12533,x-82.297721862793y29.540397644043,12533,90164,81147600.000000000000000,11,95,84,63.784903065525043,26.416994900262566,5751102.000000000000000,14,42,24,42
12534,x-82.297721862793y29.6213264465332,12534,90162,81145800.000000000000000,11,95,84,56.004170271289453,29.236802597363290,5049448.000000000000000,15,42,82,42
12535,x-82.297721862793y29.7023181915283,12535,90159,81143100.000000000000000,11,95,84,46.816712696458481,24.322107309463970,4220948.000000000000000,15,42,31,42
12536,x-82.297721862793y29.783374786377,12536,90163,81146700.000000000000000,11,95,84,60.919190798886461,21.380952210896396,5492657.000000000000000,15,42,31,52
12537,x-82.3910827636719y36.5943756103516,12537,90161,81144900.000000000000000,11,95,84,49.097104069386987,18.632175402981641,4426644.000000000000000,14,41,11,41
12538,x-82.297721862793y29.8644962310791,12538,90161,81144900.000000000000000,11,95,84,60.520679673029356,23.078551837969165,5456605.000000000000000,15,42,24,52
12539,x-82.3910827636719y36.6819534301758,12539,90161,81144900.000000000000000,11,90,79,51.282527922272379,18.906049160215993,4623684.000000000000000,13,41,90,41
12540,x-82.297721862793y29.9456825256348,12540,90162,81145800.000000000000000,11,95,84,66.570107140480474,23.159154951613786,6002094.000000000000000,15,42,24,81
12541,x-82.297721862793y30.0269336700439,12541,90162,81145800.000000000000000,11,95,84,59.743816685521615,24.604390700992088,5386622.000000000000000,15,42,31,52
12542,x-82.297721862793y30.1082496643066,12542,90159,81143100.000000000000000,11,95,84,61.044232966204149,25.318653895136940,5503687.000000000000000,14,90,31,52
12543,x-82.3910827636719y36.7696304321289,12543,90158,81142200.000000000000000,21,95,74,58.738603340801703,21.264538068345299,5295755.000000000000000,13,81,24,41
