"","Cell_ID","Pixel_Count"
"1044","x-78.4699172973633y36.1579399108887",2
"1045","x-78.4699172973633y36.2450332641602",2
"1046","x-78.4699172973633y36.3322257995605",2
"1047","x-78.4699172973633y36.4195137023926",2
"1048","x-78.4699172973633y36.5068969726562",2
"1049","x-78.4699172973633y36.5943756103516",2
"1050","x-78.4699172973633y36.6819534301758",3
"1051","x-78.4699172973633y36.7696304321289",1
"1052","x-78.4699172973633y36.8574066162109",2
"1053","x-78.4699172973633y36.9452819824219",2
"1054","x-78.4699172973633y37.0332527160645",1
"1055","x-78.4699172973633y37.297779083252",1
"1056","x-78.4699172973633y37.386157989502",1
"1057","x-78.4699172973633y37.4746398925781",1
"1058","x-78.4699172973633y37.5632247924805",1
"1059","x-78.4699172973633y37.651912689209",1
"1060","x-78.4699172973633y37.7407035827637",1
"1061","x-78.4699172973633y37.8296012878418",1
"1062","x-78.5632781982422y33.8406410217285",2
"1063","x-78.5632781982422y33.9253425598145",2
"1064","x-78.5632781982422y34.0101280212402",2
"1065","x-78.5632781982422y34.0949935913086",2
"1066","x-78.5632781982422y34.1799468994141",2
"1067","x-78.5632781982422y34.2649803161621",2
"1068","x-78.5632781982422y34.3501014709473",3
"1069","x-78.5632781982422y34.4353065490723",2
"1070","x-78.5632781982422y34.5205955505371",1
"1071","x-78.5632781982422y34.6059722900391",1
"1072","x-78.5632781982422y34.6914329528809",2
"1073","x-78.5632781982422y34.7769813537598",1
"1074","x-78.5632781982422y34.8626174926758",1
"1075","x-78.5632781982422y34.9483413696289",2
"1076","x-78.5632781982422y35.0341529846191",4
"1077","x-78.5632781982422y35.1200523376465",1
"1078","x-78.5632781982422y35.2060432434082",1
"1079","x-78.5632781982422y35.292121887207",1
"1080","x-78.5632781982422y35.378288269043",1
"1081","x-78.5632781982422y35.4645500183105",1
"1082","x-78.5632781982422y35.5508995056152",2
"1083","x-78.5632781982422y35.6373405456543",2
"1084","x-78.5632781982422y35.7238731384277",1
"1085","x-78.5632781982422y35.8105010986328",2
"1086","x-78.5632781982422y35.8972206115723",2
"1087","x-78.5632781982422y35.9840316772461",2
"1088","x-78.5632781982422y36.0709381103516",2
"1089","x-78.5632781982422y36.1579399108887",1
"1090","x-78.5632781982422y36.2450332641602",1
"1091","x-78.5632781982422y36.3322257995605",2
"1092","x-78.5632781982422y36.4195137023926",2
"1093","x-78.5632781982422y36.5068969726562",2
"1094","x-78.5632781982422y36.5943756103516",2
"1095","x-78.5632781982422y36.6819534301758",3
"1096","x-78.5632781982422y36.7696304321289",1
"1097","x-78.5632781982422y36.8574066162109",2
"1098","x-78.5632781982422y36.9452819824219",2
"1099","x-78.5632781982422y37.0332527160645",1
"1100","x-78.5632781982422y37.1213302612305",1
"1101","x-78.5632781982422y37.2095031738281",1
"1102","x-78.5632781982422y37.297779083252",1
"1103","x-78.5632781982422y37.386157989502",1
"1104","x-78.5632781982422y37.4746398925781",2
"1105","x-78.5632781982422y37.5632247924805",2
"1106","x-78.5632781982422y37.651912689209",2
"1107","x-78.5632781982422y37.7407035827637",1
"1108","x-78.5632781982422y37.8296012878418",1
"1109","x-78.6566390991211y33.8406410217285",2
"1110","x-78.6566390991211y33.9253425598145",2
"1111","x-78.6566390991211y34.0101280212402",2
"1112","x-78.6566390991211y34.0949935913086",2
"1113","x-78.6566390991211y34.1799468994141",2
"1114","x-78.6566390991211y34.2649803161621",3
"1115","x-78.6566390991211y34.3501014709473",3
"1116","x-78.6566390991211y34.4353065490723",1
"1117","x-78.6566390991211y34.5205955505371",1
"1118","x-78.6566390991211y34.6059722900391",1
"1119","x-78.6566390991211y34.6914329528809",1
"1120","x-78.6566390991211y34.7769813537598",1
"1121","x-78.6566390991211y34.8626174926758",2
"1122","x-78.6566390991211y34.9483413696289",2
"1123","x-78.6566390991211y35.0341529846191",2
"1124","x-78.6566390991211y35.1200523376465",2
"1125","x-78.6566390991211y35.2060432434082",1
"1126","x-78.6566390991211y35.292121887207",1
"1127","x-78.6566390991211y35.378288269043",2
"1128","x-78.6566390991211y35.4645500183105",1
"1129","x-78.6566390991211y35.5508995056152",2
"1130","x-78.6566390991211y35.6373405456543",1
"1131","x-78.6566390991211y35.7238731384277",1
"1132","x-78.6566390991211y35.8105010986328",2
"1133","x-78.6566390991211y35.8972206115723",1
"1134","x-78.6566390991211y35.9840316772461",2
"1135","x-78.6566390991211y36.0709381103516",1
"1136","x-78.6566390991211y36.1579399108887",1
"1137","x-78.6566390991211y36.2450332641602",1
"1138","x-78.6566390991211y36.3322257995605",2
"1139","x-78.6566390991211y36.4195137023926",2
"1140","x-78.6566390991211y36.5068969726562",2
"1141","x-78.6566390991211y36.5943756103516",2
"1142","x-78.6566390991211y36.6819534301758",3
"1143","x-78.6566390991211y36.7696304321289",1
"1144","x-78.6566390991211y36.8574066162109",2
"1145","x-78.6566390991211y36.9452819824219",2
"1146","x-78.6566390991211y37.0332527160645",1
"1147","x-78.6566390991211y37.1213302612305",1
"1148","x-78.6566390991211y37.2095031738281",1
"1149","x-78.6566390991211y37.297779083252",1
"1150","x-78.6566390991211y37.386157989502",2
"1151","x-78.6566390991211y37.4746398925781",2
"1152","x-78.6566390991211y37.5632247924805",1
"1153","x-78.6566390991211y37.7407035827637",1
"1154","x-78.75y33.7560234069824",2
"1155","x-78.75y33.8406410217285",2
"1156","x-78.75y33.9253425598145",3
"1157","x-78.75y34.0101280212402",2
"1158","x-78.75y34.0949935913086",2
"1159","x-78.75y34.1799468994141",3
"1160","x-78.75y34.2649803161621",3
"1161","x-78.75y34.3501014709473",1
"1162","x-78.75y34.4353065490723",1
"1163","x-78.75y34.5205955505371",1
"1164","x-78.75y34.6059722900391",1
"1165","x-78.75y34.6914329528809",1
"1166","x-78.75y34.7769813537598",1
"1167","x-78.75y34.8626174926758",2
"1168","x-78.75y34.9483413696289",2
"1169","x-78.75y35.0341529846191",3
"1170","x-78.75y35.1200523376465",2
"1171","x-78.75y35.2060432434082",1
"1172","x-78.75y35.292121887207",1
"1173","x-78.75y35.378288269043",3
"1174","x-78.75y35.4645500183105",1
"1175","x-78.75y35.5508995056152",1
"1176","x-78.75y35.6373405456543",1
"1177","x-78.75y35.7238731384277",2
"1178","x-78.75y35.8105010986328",2
"1179","x-78.75y35.8972206115723",1
"1180","x-78.75y35.9840316772461",1
"1181","x-78.75y36.0709381103516",1
"1182","x-78.75y36.1579399108887",1
"1183","x-78.75y36.2450332641602",1
"1184","x-78.75y36.3322257995605",1
"1185","x-78.75y36.4195137023926",2
"1186","x-78.75y36.5068969726562",2
"1187","x-78.75y36.5943756103516",2
"1188","x-78.75y36.6819534301758",2
"1189","x-78.75y36.7696304321289",1
"1190","x-78.75y36.8574066162109",1
"1191","x-78.75y36.9452819824219",2
"1192","x-78.75y37.0332527160645",1
"1193","x-78.75y37.1213302612305",1
"1194","x-78.75y37.2095031738281",1
"1195","x-78.75y37.297779083252",2
"1196","x-78.75y37.386157989502",2
"1197","x-78.75y37.4746398925781",2
"1198","x-78.75y37.5632247924805",1
"1199","x-78.8433609008789y33.6714859008789",2
"1200","x-78.8433609008789y33.7560234069824",4
"1201","x-78.8433609008789y33.8406410217285",4
"1202","x-78.8433609008789y33.9253425598145",3
"1203","x-78.8433609008789y34.0101280212402",2
"1204","x-78.8433609008789y34.0949935913086",2
"1205","x-78.8433609008789y34.1799468994141",2
"1206","x-78.8433609008789y34.2649803161621",1
"1207","x-78.8433609008789y34.3501014709473",1
"1208","x-78.8433609008789y34.4353065490723",2
"1209","x-78.8433609008789y34.5205955505371",2
"1210","x-78.8433609008789y34.6059722900391",1
"1211","x-78.8433609008789y34.6914329528809",1
"1212","x-78.8433609008789y34.7769813537598",1
"1213","x-78.8433609008789y34.8626174926758",1
"1214","x-78.8433609008789y34.9483413696289",2
"1215","x-78.8433609008789y35.0341529846191",2
"1216","x-78.8433609008789y35.1200523376465",2
"1217","x-78.8433609008789y35.2060432434082",2
"1218","x-78.8433609008789y35.292121887207",2
"1219","x-78.8433609008789y35.378288269043",3
"1220","x-78.8433609008789y35.4645500183105",1
"1221","x-78.8433609008789y35.5508995056152",2
"1222","x-78.8433609008789y35.6373405456543",1
"1223","x-78.8433609008789y35.7238731384277",3
"1224","x-78.8433609008789y35.8105010986328",2
"1225","x-78.8433609008789y35.8972206115723",1
"1226","x-78.8433609008789y35.9840316772461",1
"1227","x-78.8433609008789y36.0709381103516",1
"1228","x-78.8433609008789y36.1579399108887",1
"1229","x-78.8433609008789y36.2450332641602",1
"1230","x-78.8433609008789y36.3322257995605",1
"1231","x-78.8433609008789y36.4195137023926",2
"1232","x-78.8433609008789y36.5068969726562",2
"1233","x-78.8433609008789y36.5943756103516",1
"1234","x-78.8433609008789y36.6819534301758",1
"1235","x-78.8433609008789y36.7696304321289",1
"1236","x-78.8433609008789y36.8574066162109",1
"1237","x-78.8433609008789y36.9452819824219",2
"1238","x-78.8433609008789y37.0332527160645",2
"1239","x-78.8433609008789y37.1213302612305",2
"1240","x-78.8433609008789y37.2095031738281",2
"1241","x-78.8433609008789y37.297779083252",1
"1242","x-78.9367218017578y33.587028503418",2
"1243","x-78.9367218017578y33.6714859008789",4
"1244","x-78.9367218017578y33.7560234069824",4
"1245","x-78.9367218017578y33.8406410217285",4
"1246","x-78.9367218017578y33.9253425598145",3
"1247","x-78.9367218017578y34.0101280212402",2
"1248","x-78.9367218017578y34.0949935913086",2
"1249","x-78.9367218017578y34.1799468994141",1
"1250","x-78.9367218017578y34.2649803161621",1
"1251","x-78.9367218017578y34.3501014709473",1
"1252","x-78.9367218017578y34.4353065490723",2
"1253","x-78.9367218017578y34.5205955505371",2
"1254","x-78.9367218017578y34.6059722900391",1
"1255","x-78.9367218017578y34.6914329528809",1
"1256","x-78.9367218017578y34.7769813537598",1
"1257","x-78.9367218017578y34.8626174926758",1
"1258","x-78.9367218017578y34.9483413696289",2
"1259","x-78.9367218017578y35.0341529846191",1
"1260","x-78.9367218017578y35.1200523376465",3
"1261","x-78.9367218017578y35.2060432434082",2
"1262","x-78.9367218017578y35.292121887207",2
"1263","x-78.9367218017578y35.378288269043",2
"1264","x-78.9367218017578y35.4645500183105",1
"1265","x-78.9367218017578y35.5508995056152",1
"1266","x-78.9367218017578y35.6373405456543",1
"1267","x-78.9367218017578y35.7238731384277",2
"1268","x-78.9367218017578y35.8105010986328",2
"1269","x-78.9367218017578y35.8972206115723",1
"1270","x-78.9367218017578y35.9840316772461",2
"1271","x-78.9367218017578y36.0709381103516",1
"1272","x-78.9367218017578y36.1579399108887",1
"1273","x-78.9367218017578y36.2450332641602",1
"1274","x-78.9367218017578y36.3322257995605",1
"1275","x-78.9367218017578y36.4195137023926",2
"1276","x-78.9367218017578y36.5068969726562",2
"1277","x-78.9367218017578y36.5943756103516",2
"1278","x-78.9367218017578y36.6819534301758",1
"1279","x-78.9367218017578y36.7696304321289",1
"1280","x-78.9367218017578y36.8574066162109",1
"1281","x-78.9367218017578y36.9452819824219",2
"1282","x-78.9367218017578y37.0332527160645",2
"1283","x-78.9367218017578y37.1213302612305",2
"1284","x-78.9367218017578y37.2095031738281",2
"1285","x-79.0300827026367y33.5026550292969",2
"1286","x-79.0300827026367y33.587028503418",3
"1287","x-79.0300827026367y33.6714859008789",3
"1288","x-79.0300827026367y33.7560234069824",4
"1289","x-79.0300827026367y33.8406410217285",4
"1290","x-79.0300827026367y33.9253425598145",2
"1291","x-79.0300827026367y34.0101280212402",2
"1292","x-79.0300827026367y34.0949935913086",2
"1293","x-79.0300827026367y34.1799468994141",2
"1294","x-79.0300827026367y34.2649803161621",1
"1295","x-79.0300827026367y34.3501014709473",2
"1296","x-79.0300827026367y34.4353065490723",2
"1297","x-79.0300827026367y34.5205955505371",2
"1298","x-79.0300827026367y34.6059722900391",1
"1299","x-79.0300827026367y34.6914329528809",1
"1300","x-79.0300827026367y34.7769813537598",1
"1301","x-79.0300827026367y34.8626174926758",1
"1302","x-79.0300827026367y34.9483413696289",1
"1303","x-79.0300827026367y35.0341529846191",3
"1304","x-79.0300827026367y35.1200523376465",3
"1305","x-79.0300827026367y35.2060432434082",2
"1306","x-79.0300827026367y35.292121887207",2
"1307","x-79.0300827026367y35.378288269043",2
"1308","x-79.0300827026367y35.4645500183105",2
"1309","x-79.0300827026367y35.5508995056152",1
"1310","x-79.0300827026367y35.6373405456543",2
"1311","x-79.0300827026367y35.7238731384277",3
"1312","x-79.0300827026367y35.8105010986328",2
"1313","x-79.0300827026367y35.8972206115723",2
"1314","x-79.0300827026367y35.9840316772461",1
"1315","x-79.0300827026367y36.0709381103516",2
"1316","x-79.0300827026367y36.1579399108887",1
"1317","x-79.0300827026367y36.2450332641602",1
"1318","x-79.0300827026367y36.3322257995605",1
"1319","x-79.0300827026367y36.4195137023926",2
"1320","x-79.0300827026367y36.5068969726562",2
"1321","x-79.0300827026367y36.5943756103516",2
"1322","x-79.0300827026367y36.6819534301758",1
"1323","x-79.0300827026367y36.7696304321289",1
"1324","x-79.0300827026367y36.8574066162109",1
"1325","x-79.0300827026367y36.9452819824219",2
"1326","x-79.0300827026367y37.0332527160645",2
"1327","x-79.0300827026367y37.1213302612305",1
"1328","x-79.0300827026367y37.2095031738281",1
"1329","x-79.1234436035156y33.3341484069824",3
"1330","x-79.1234436035156y33.4183616638184",3
"1331","x-79.1234436035156y33.5026550292969",4
"1332","x-79.1234436035156y33.587028503418",4
"1333","x-79.1234436035156y33.6714859008789",4
"1334","x-79.1234436035156y33.7560234069824",4
"1335","x-79.1234436035156y33.8406410217285",3
"1336","x-79.1234436035156y33.9253425598145",2
"1337","x-79.1234436035156y34.0101280212402",2
"1338","x-79.1234436035156y34.0949935913086",2
"1339","x-79.1234436035156y34.1799468994141",3
"1340","x-79.1234436035156y34.2649803161621",2
"1341","x-79.1234436035156y34.3501014709473",2
"1342","x-79.1234436035156y34.4353065490723",2
"1343","x-79.1234436035156y34.5205955505371",2
"1344","x-79.1234436035156y34.6059722900391",2
"1345","x-79.1234436035156y34.6914329528809",2
"1346","x-79.1234436035156y34.7769813537598",2
"1347","x-79.1234436035156y34.8626174926758",2
"1348","x-79.1234436035156y34.9483413696289",2
"1349","x-79.1234436035156y35.0341529846191",3
"1350","x-79.1234436035156y35.1200523376465",3
"1351","x-79.1234436035156y35.2060432434082",3
"1352","x-79.1234436035156y35.292121887207",2
"1353","x-79.1234436035156y35.378288269043",2
"1354","x-79.1234436035156y35.4645500183105",2
"1355","x-79.1234436035156y35.5508995056152",2
"1356","x-79.1234436035156y35.6373405456543",3
"1357","x-79.1234436035156y35.7238731384277",2
"1358","x-79.1234436035156y35.8105010986328",2
"1359","x-79.1234436035156y35.8972206115723",1
"1360","x-79.1234436035156y35.9840316772461",1
"1361","x-79.1234436035156y36.0709381103516",2
"1362","x-79.1234436035156y36.1579399108887",2
"1363","x-79.1234436035156y36.2450332641602",1
"1364","x-79.1234436035156y36.3322257995605",1
"1365","x-79.1234436035156y36.4195137023926",1
"1366","x-79.1234436035156y36.5068969726562",2
"1367","x-79.1234436035156y36.5943756103516",2
"1368","x-79.1234436035156y36.6819534301758",2
"1369","x-79.1234436035156y36.7696304321289",2
"1370","x-79.1234436035156y36.8574066162109",1
"1371","x-79.1234436035156y36.9452819824219",2
"1372","x-79.1234436035156y37.0332527160645",1
"1373","x-79.1234436035156y37.1213302612305",1
"1374","x-79.1234436035156y37.2095031738281",1
"1375","x-79.2168045043945y33.165958404541",2
"1376","x-79.2168045043945y33.2500114440918",4
"1377","x-79.2168045043945y33.3341484069824",4
"1378","x-79.2168045043945y33.4183616638184",4
"1379","x-79.2168045043945y33.5026550292969",4
"1380","x-79.2168045043945y33.587028503418",4
"1381","x-79.2168045043945y33.6714859008789",4
"1382","x-79.2168045043945y33.7560234069824",3
"1383","x-79.2168045043945y33.8406410217285",3
"1384","x-79.2168045043945y33.9253425598145",2
"1385","x-79.2168045043945y34.0101280212402",2
"1386","x-79.2168045043945y34.0949935913086",2
"1387","x-79.2168045043945y34.1799468994141",3
"1388","x-79.2168045043945y34.2649803161621",2
"1389","x-79.2168045043945y34.3501014709473",2
"1390","x-79.2168045043945y34.4353065490723",2
"1391","x-79.2168045043945y34.5205955505371",2
"1392","x-79.2168045043945y34.6059722900391",2
"1393","x-79.2168045043945y34.6914329528809",2
"1394","x-79.2168045043945y34.7769813537598",2
"1395","x-79.2168045043945y34.8626174926758",2
"1396","x-79.2168045043945y34.9483413696289",2
"1397","x-79.2168045043945y35.0341529846191",3
"1398","x-79.2168045043945y35.1200523376465",3
"1399","x-79.2168045043945y35.2060432434082",2
"1400","x-79.2168045043945y35.292121887207",2
"1401","x-79.2168045043945y35.378288269043",2
"1402","x-79.2168045043945y35.4645500183105",3
"1403","x-79.2168045043945y35.5508995056152",2
"1404","x-79.2168045043945y35.6373405456543",2
"1405","x-79.2168045043945y35.7238731384277",2
"1406","x-79.2168045043945y35.8105010986328",2
"1407","x-79.2168045043945y35.8972206115723",1
"1408","x-79.2168045043945y35.9840316772461",1
"1409","x-79.2168045043945y36.0709381103516",1
"1410","x-79.2168045043945y36.1579399108887",2
"1411","x-79.2168045043945y36.3322257995605",1
"1412","x-79.2168045043945y36.4195137023926",1
"1413","x-79.2168045043945y36.5068969726562",2
"1414","x-79.2168045043945y36.5943756103516",2
"1415","x-79.2168045043945y36.6819534301758",2
"1416","x-79.2168045043945y36.7696304321289",1
"1417","x-79.2168045043945y36.8574066162109",2
"1418","x-79.2168045043945y36.9452819824219",2
"1419","x-79.2168045043945y37.0332527160645",1
"1420","x-79.2168045043945y37.1213302612305",1
"1421","x-79.3101654052734y32.9980850219727",2
"1422","x-79.3101654052734y33.0819816589355",1
"1423","x-79.3101654052734y33.165958404541",2
"1424","x-79.3101654052734y33.2500114440918",3
"1425","x-79.3101654052734y33.3341484069824",4
"1426","x-79.3101654052734y33.4183616638184",4
"1427","x-79.3101654052734y33.5026550292969",4
"1428","x-79.3101654052734y33.587028503418",3
"1429","x-79.3101654052734y33.6714859008789",3
"1430","x-79.3101654052734y33.7560234069824",3
"1431","x-79.3101654052734y33.8406410217285",3
"1432","x-79.3101654052734y33.9253425598145",3
"1433","x-79.3101654052734y34.0101280212402",3
"1434","x-79.3101654052734y34.0949935913086",3
"1435","x-79.3101654052734y34.1799468994141",3
"1436","x-79.3101654052734y34.2649803161621",2
"1437","x-79.3101654052734y34.3501014709473",2
"1438","x-79.3101654052734y34.4353065490723",2
"1439","x-79.3101654052734y34.5205955505371",2
"1440","x-79.3101654052734y34.6059722900391",2
"1441","x-79.3101654052734y34.6914329528809",2
"1442","x-79.3101654052734y34.7769813537598",3
"1443","x-79.3101654052734y34.8626174926758",2
"1444","x-79.3101654052734y34.9483413696289",2
"1445","x-79.3101654052734y35.0341529846191",3
"1446","x-79.3101654052734y35.1200523376465",3
"1447","x-79.3101654052734y35.2060432434082",2
"1448","x-79.3101654052734y35.292121887207",2
"1449","x-79.3101654052734y35.378288269043",2
"1450","x-79.3101654052734y35.4645500183105",2
"1451","x-79.3101654052734y35.5508995056152",2
"1452","x-79.3101654052734y35.6373405456543",2
"1453","x-79.3101654052734y35.7238731384277",1
"1454","x-79.3101654052734y35.8105010986328",1
"1455","x-79.3101654052734y35.8972206115723",1
"1456","x-79.3101654052734y35.9840316772461",1
"1457","x-79.3101654052734y36.0709381103516",1
"1458","x-79.3101654052734y36.1579399108887",1
"1459","x-79.3101654052734y36.2450332641602",1
"1460","x-79.3101654052734y36.3322257995605",1
"1461","x-79.3101654052734y36.4195137023926",1
"1462","x-79.3101654052734y36.5068969726562",1
"1463","x-79.3101654052734y36.5943756103516",2
"1464","x-79.3101654052734y36.6819534301758",2
"1465","x-79.3101654052734y36.7696304321289",1
"1466","x-79.3101654052734y36.8574066162109",2
"1467","x-79.3101654052734y36.9452819824219",2
"1468","x-79.3101654052734y37.0332527160645",1
"1469","x-79.3101654052734y37.1213302612305",1
"1470","x-79.4035263061523y32.9980850219727",2
"1471","x-79.4035263061523y33.0819816589355",1
"1472","x-79.4035263061523y33.165958404541",2
"1473","x-79.4035263061523y33.2500114440918",3
"1474","x-79.4035263061523y33.3341484069824",4
"1475","x-79.4035263061523y33.4183616638184",4
"1476","x-79.4035263061523y33.5026550292969",4
"1477","x-79.4035263061523y33.587028503418",3
"1478","x-79.4035263061523y33.6714859008789",3
"1479","x-79.4035263061523y33.7560234069824",3
"1480","x-79.4035263061523y33.8406410217285",3
"1481","x-79.4035263061523y33.9253425598145",2
"1482","x-79.4035263061523y34.0101280212402",3
"1483","x-79.4035263061523y34.0949935913086",3
"1484","x-79.4035263061523y34.1799468994141",3
"1485","x-79.4035263061523y34.2649803161621",2
"1486","x-79.4035263061523y34.3501014709473",2
"1487","x-79.4035263061523y34.4353065490723",3
"1488","x-79.4035263061523y34.5205955505371",2
"1489","x-79.4035263061523y34.6059722900391",2
"1490","x-79.4035263061523y34.6914329528809",2
"1491","x-79.4035263061523y34.7769813537598",2
"1492","x-79.4035263061523y34.8626174926758",2
"1493","x-79.4035263061523y34.9483413696289",2
"1494","x-79.4035263061523y35.0341529846191",2
"1495","x-79.4035263061523y35.1200523376465",2
"1496","x-79.4035263061523y35.2060432434082",2
"1497","x-79.4035263061523y35.292121887207",2
"1498","x-79.4035263061523y35.378288269043",1
"1499","x-79.4035263061523y35.4645500183105",2
"1500","x-79.4035263061523y35.5508995056152",2
"1501","x-79.4035263061523y35.6373405456543",1
"1502","x-79.4035263061523y35.7238731384277",1
"1503","x-79.4035263061523y35.8105010986328",1
"1504","x-79.4035263061523y35.8972206115723",1
"1505","x-79.4035263061523y35.9840316772461",1
"1506","x-79.4035263061523y36.0709381103516",1
"1507","x-79.4035263061523y36.2450332641602",1
"1508","x-79.4035263061523y36.3322257995605",1
"1509","x-79.4035263061523y36.4195137023926",1
"1510","x-79.4035263061523y36.5068969726562",1
"1511","x-79.4035263061523y36.5943756103516",2
"1512","x-79.4035263061523y36.6819534301758",1
"1513","x-79.4035263061523y36.7696304321289",1
"1514","x-79.4035263061523y36.8574066162109",2
"1515","x-79.4035263061523y36.9452819824219",2
"1516","x-79.4035263061523y37.0332527160645",1
"1517","x-79.4035263061523y37.1213302612305",1
"1518","x-79.4968872070312y32.9980850219727",2
"1519","x-79.4968872070312y33.0819816589355",1
"1520","x-79.4968872070312y33.165958404541",2
"1521","x-79.4968872070312y33.2500114440918",3
"1522","x-79.4968872070312y33.3341484069824",2
"1523","x-79.4968872070312y33.4183616638184",2
"1524","x-79.4968872070312y33.5026550292969",3
"1525","x-79.4968872070312y33.587028503418",3
"1526","x-79.4968872070312y33.6714859008789",3
"1527","x-79.4968872070312y33.7560234069824",3
"1528","x-79.4968872070312y33.8406410217285",3
"1529","x-79.4968872070312y33.9253425598145",2
"1530","x-79.4968872070312y34.0101280212402",3
"1531","x-79.4968872070312y34.0949935913086",4
"1532","x-79.4968872070312y34.1799468994141",4
"1533","x-79.4968872070312y34.2649803161621",1
"1534","x-79.4968872070312y34.3501014709473",3
"1535","x-79.4968872070312y34.4353065490723",2
"1536","x-79.4968872070312y34.5205955505371",2
"1537","x-79.4968872070312y34.6059722900391",3
"1538","x-79.4968872070312y34.6914329528809",2
"1539","x-79.4968872070312y34.7769813537598",2
"1540","x-79.4968872070312y34.8626174926758",3
"1541","x-79.4968872070312y34.9483413696289",3
"1542","x-79.4968872070312y35.0341529846191",2
"1543","x-79.4968872070312y35.1200523376465",2
"1544","x-79.4968872070312y35.2060432434082",2
"1545","x-79.4968872070312y35.292121887207",2
"1546","x-79.4968872070312y35.378288269043",2
"1547","x-79.4968872070312y35.4645500183105",2
"1548","x-79.4968872070312y35.5508995056152",2
"1549","x-79.4968872070312y35.6373405456543",2
"1550","x-79.4968872070312y35.7238731384277",2
"1551","x-79.4968872070312y35.8105010986328",1
"1552","x-79.4968872070312y35.8972206115723",1
"1553","x-79.4968872070312y35.9840316772461",1
"1554","x-79.4968872070312y36.3322257995605",1
"1555","x-79.4968872070312y36.4195137023926",1
"1556","x-79.4968872070312y36.5068969726562",1
"1557","x-79.4968872070312y36.5943756103516",1
"1558","x-79.4968872070312y36.6819534301758",1
"1559","x-79.4968872070312y36.7696304321289",1
"1560","x-79.4968872070312y36.8574066162109",2
"1561","x-79.4968872070312y36.9452819824219",2
"1562","x-79.4968872070312y37.0332527160645",1
"1563","x-79.4968872070312y37.1213302612305",1
"1564","x-79.4968872070312y37.2095031738281",1
"1565","x-79.4968872070312y37.8296012878418",2
"1566","x-79.5902481079102y32.9142646789551",3
"1567","x-79.5902481079102y32.9980850219727",3
"1568","x-79.5902481079102y33.0819816589355",3
"1569","x-79.5902481079102y33.165958404541",3
"1570","x-79.5902481079102y33.2500114440918",2
"1571","x-79.5902481079102y33.3341484069824",2
"1572","x-79.5902481079102y33.4183616638184",3
"1573","x-79.5902481079102y33.5026550292969",3
"1574","x-79.5902481079102y33.587028503418",3
"1575","x-79.5902481079102y33.6714859008789",3
"1576","x-79.5902481079102y33.7560234069824",3
"1577","x-79.5902481079102y33.8406410217285",3
"1578","x-79.5902481079102y33.9253425598145",3
"1579","x-79.5902481079102y34.0101280212402",3
"1580","x-79.5902481079102y34.0949935913086",2
"1581","x-79.5902481079102y34.1799468994141",1
"1582","x-79.5902481079102y34.2649803161621",1
"1583","x-79.5902481079102y34.3501014709473",2
"1584","x-79.5902481079102y34.4353065490723",2
"1585","x-79.5902481079102y34.5205955505371",2
"1586","x-79.5902481079102y34.6059722900391",2
"1587","x-79.5902481079102y34.6914329528809",2
"1588","x-79.5902481079102y34.7769813537598",3
"1589","x-79.5902481079102y34.8626174926758",3
"1590","x-79.5902481079102y34.9483413696289",3
"1591","x-79.5902481079102y35.0341529846191",3
"1592","x-79.5902481079102y35.1200523376465",2
"1593","x-79.5902481079102y35.2060432434082",1
"1594","x-79.5902481079102y35.292121887207",2
"1595","x-79.5902481079102y35.378288269043",2
"1596","x-79.5902481079102y35.4645500183105",2
"1597","x-79.5902481079102y35.5508995056152",2
"1598","x-79.5902481079102y35.6373405456543",2
"1599","x-79.5902481079102y35.7238731384277",1
"1600","x-79.5902481079102y35.8105010986328",1
"1601","x-79.5902481079102y35.8972206115723",1
"1602","x-79.5902481079102y35.9840316772461",1
"1603","x-79.5902481079102y36.3322257995605",1
"1604","x-79.5902481079102y36.4195137023926",1
"1605","x-79.5902481079102y36.5068969726562",1
"1606","x-79.5902481079102y36.5943756103516",1
"1607","x-79.5902481079102y36.6819534301758",1
"1608","x-79.5902481079102y36.7696304321289",2
"1609","x-79.5902481079102y36.8574066162109",2
"1610","x-79.5902481079102y36.9452819824219",2
"1611","x-79.5902481079102y37.0332527160645",1
"1612","x-79.5902481079102y37.1213302612305",1
"1613","x-79.5902481079102y37.2095031738281",1
"1614","x-79.6836090087891y32.8305244445801",3
"1615","x-79.6836090087891y32.9142646789551",2
"1616","x-79.6836090087891y32.9980850219727",4
"1617","x-79.6836090087891y33.0819816589355",4
"1618","x-79.6836090087891y33.165958404541",3
"1619","x-79.6836090087891y33.2500114440918",3
"1620","x-79.6836090087891y33.3341484069824",4
"1621","x-79.6836090087891y33.4183616638184",3
"1622","x-79.6836090087891y33.5026550292969",2
"1623","x-79.6836090087891y33.587028503418",3
"1624","x-79.6836090087891y33.6714859008789",4
"1625","x-79.6836090087891y33.7560234069824",3
"1626","x-79.6836090087891y33.8406410217285",3
"1627","x-79.6836090087891y33.9253425598145",3
"1628","x-79.6836090087891y34.0101280212402",1
"1629","x-79.6836090087891y34.0949935913086",1
"1630","x-79.6836090087891y34.1799468994141",1
"1631","x-79.6836090087891y34.2649803161621",1
"1632","x-79.6836090087891y34.3501014709473",2
"1633","x-79.6836090087891y34.4353065490723",2
"1634","x-79.6836090087891y34.5205955505371",2
"1635","x-79.6836090087891y34.6059722900391",2
